Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2016-01-29 00:00:00+00:00,-0.010862688739330753,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.00758976850831731,-0.0325172191735565,-0.03557561992034963,-0.021471223700294192,-0.00758976850831731,-0.00758976850831731,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732,-0.02452962444708732
2016-02-29 00:00:00+00:00,-0.018147139905978677,-0.03952879924540449,-0.03952879924540449,-0.023977965341595575,-0.026884696514003527,-0.026884696514003527,0.022897954862524623,-0.00851949421473641,0.022897954862524623,-0.00851949421473641,-0.00851949421473641,0.00898295102342576,0.00703133968907251,0.00703133968907251,0.00703133968907251,0.00703133968907251,0.00703133968907251,0.00703133968907251,0.00703133968907251,-0.026884696514003527,-0.026884696514003527,-0.026884696514003527,-0.026884696514003527,0.00703133968907251
2016-03-31 00:00:00+00:00,0.05806028260474701,0.05806028260474701,0.056579301209630506,0.056579301209630506,0.05806028260474701,0.1059010890481964,0.1059010890481964,0.114834566015946,0.114834566015946,0.114834566015946,0.114834566015946,0.1163155474110625,0.1163155474110625,0.11518282442774781,0.11518282442774781,0.1187141915322701,0.1059010890481964,0.1187141915322701,0.1059010890481964,0.1059010890481964,0.1059010890481964,0.1059010890481964,0.1059010890481964,0.1059010890481964
2016-04-29 00:00:00+00:00,0.037150665335962264,0.043976335503371836,0.03895812257800542,0.049687022498998694,0.057743583180502725,0.04149521595945607,0.05272537025513631,0.05272537025513631,0.04029371166898154,0.04029371166898154,0.05422251360627805,0.04029371166898154,0.0734798423598424,0.05542401789675259,0.08020236873295856,0.0734798423598424,0.0734798423598424,0.0734798423598424,0.08020236873295856,0.0734798423598424,0.0734798423598424,0.0734798423598424,0.0734798423598424,0.0734798423598424
2016-05-31 00:00:00+00:00,0.012412125008918714,0.005714058732983066,0.006276050808320831,-0.0024428982815802476,-0.007148478369509974,-0.022918402909938778,-0.01821282282200905,-0.028309093248197192,-0.01821282282200905,-0.006403094507170507,-0.006403094507170507,-0.0046651754691873215,-0.0046651754691873215,4.040461874240276e-05,0.012412125008918714,-0.04636849091055436,-0.04580649883521659,-0.04580649883521659,-0.06462171835130581,-0.062157865256299405,-0.06462171835130581,-0.06462171835130581,-0.06462171835130581,-0.06462171835130581
2016-06-30 00:00:00+00:00,0.08042967056003765,0.03918166711663207,0.020044824332947925,-0.023035563172589847,-0.020760145750012875,-0.044850870485672746,-0.044850870485672746,-0.047822319494523716,-0.0552723476317483,-0.0552723476317483,0.040277451849330924,-0.045311699960802344,0.038576942943924886,-0.045311699960802344,0.005765249967595497,0.036066323410203514,0.04840588942891714,0.005765249967595497,0.03903777241905448,0.03903777241905448,0.03903777241905448,0.005765249967595497,0.005765249967595497,0.005765249967595497
2016-07-29 00:00:00+00:00,0.04948309951994119,0.04948309951994119,0.022861379925477394,0.04948309951994119,0.04948309951994119,0.04948309951994119,0.04948309951994119,0.04948309951994119,0.033326987821590784,0.04948309951994119,0.04948309951994119,0.03864329999714348,0.03864329999714348,0.03864329999714348,0.04948309951994119,0.04948309951994119,0.04948309951994119,0.04948309951994119,0.057927094832683684,0.057927094832683684,0.022861379925477394,0.057927094832683684,0.057927094832683684,0.057927094832683684
2016-08-31 00:00:00+00:00,-0.00348195325201724,0.02665535066452558,0.025567908105115663,0.025567908105115663,0.025567908105115663,0.025567908105115663,0.020529678089338033,0.025567908105115663,0.025567908105115663,0.025567908105115663,0.020529678089338033,0.020529678089338033,0.03989762528224161,0.03989762528224161,0.03989762528224161,0.02792093721704303,0.025567908105115663,0.02792093721704303,0.025567908105115663,0.025567908105115663,0.025567908105115663,0.025567908105115663,0.02924380156826552,0.02924380156826552
2016-09-30 00:00:00+00:00,0.029942695287739365,-0.004634762466884732,-0.0071906976593549094,-0.02510661741187714,-0.018090124744282548,-0.021787776255465612,-0.0071906976593549094,-0.0071906976593549094,-0.02510661741187714,-0.02510661741187714,-0.0071906976593549094,-0.0071906976593549094,-0.0071906976593549094,-0.003493046148171845,-0.0004770787968489589,-0.0004770787968489589,-0.010765413780677005,-0.02510661741187714,-0.003493046148171845,-0.003493046148171845,-0.02510661741187714,-0.02510661741187714,-0.02510661741187714,-0.009394019957990348
2016-10-31 00:00:00+00:00,0.011123896990305804,-0.01341987517459775,-0.018936915844512108,0.03104636708434253,0.03104636708434253,0.007498637726790564,0.005606856320391446,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.009162576535949133,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253,0.03104636708434253
