USA,China,Japan,India,Brazil,Canada,Mexico,South Korea,Germany,UK,Australia,Switzerland,Hong Kong,Singapore,Taiwan,Italy,Spain,Date
32.7271728515625,15.227152824401855,23.14937973022461,23.626768112182617,14.614847183227539,21.963029861450195,40.44504928588867,25.431575775146484,26.30754280090332,16.913232803344727,17.271032333374023,26.655302047729492,52.73680114746094,51.55784225463867,26.833477020263672,20.79306411743164,38.625953674316406,2014-01-02 00:00:00+00:00
32.76042556762695,15.378290176391602,23.133394241333008,23.549928665161133,14.414056777954102,22.034658432006836,40.682167053222656,25.684232711791992,26.209272384643555,16.795774459838867,17.20956802368164,26.668224334716797,52.712860107421875,51.239990234375,26.982589721679688,21.242597579956055,38.254547119140625,2014-01-03 00:00:00+00:00
32.6523323059082,15.327909469604492,22.98151397705078,23.665185928344727,14.435569763183594,22.23523712158203,40.54667282104492,25.67633819580078,26.58128547668457,16.67832374572754,17.01288604736328,26.603595733642578,52.14657211303711,50.830142974853516,26.66572380065918,21.136823654174805,37.676822662353516,2014-01-06 00:00:00+00:00
32.835262298583984,15.30272388458252,22.893585205078125,23.74970054626465,14.550309181213379,22.53609848022461,40.71604537963867,25.70002555847168,27.3533878326416,16.704425811767578,17.12352180480957,26.707002639770508,52.72880935668945,51.022525787353516,26.66572380065918,21.08393669128418,37.69331741333008,2014-01-07 00:00:00+00:00
32.81863784790039,15.208258628845215,22.877595901489258,23.680553436279297,14.629190444946289,22.364177703857422,40.78378677368164,25.66844367980957,27.634151458740234,16.782724380493164,17.12352180480957,26.655302047729492,51.9870491027832,50.796688079833984,26.410995483398438,21.145639419555664,38.0894889831543,2014-01-08 00:00:00+00:00
32.81863784790039,15.183072090148926,22.813650131225586,23.626768112182617,14.543137550354004,22.579082489013672,40.648292541503906,25.810564041137695,27.65521240234375,16.782724380493164,17.037473678588867,26.616519927978516,52.218353271484375,50.621036529541016,26.081716537475586,21.110383987426758,37.569515228271484,2014-01-09 00:00:00+00:00
32.91010284423828,15.334206581115723,22.91756820678711,23.85727310180664,14.65787410736084,22.80830955505371,40.919281005859375,26.07901382446289,28.020200729370117,16.887128829956055,17.246444702148438,26.84920310974121,53.502479553222656,50.72140884399414,26.5228328704834,21.568727493286133,38.21327590942383,2014-01-10 00:00:00+00:00
32.44447708129883,15.258639335632324,22.893585205078125,23.703603744506836,14.442740440368652,22.464462280273438,40.648292541503906,26.015853881835938,27.879817962646484,16.71747589111328,17.086641311645508,26.513105392456055,52.92821502685547,50.612674713134766,26.249454498291016,21.53346824645996,37.553009033203125,2014-01-13 00:00:00+00:00
32.71053695678711,15.057121276855469,22.741708755493164,24.049354553222656,14.614847183227539,22.8226375579834,40.54667282104492,26.15796661376953,28.251829147338867,16.691377639770508,17.246444702148438,26.887983322143555,53.15153121948242,50.93051528930664,26.504186630249023,21.824342727661133,38.07297897338867,2014-01-14 00:00:00+00:00
33.04314041137695,15.050825119018555,22.84562110900879,24.372068405151367,14.543137550354004,23.166479110717773,40.85153579711914,26.05532455444336,28.67999267578125,16.67832374572754,17.381664276123047,26.96554946899414,52.92023849487305,50.8385124206543,26.504186630249023,21.974191665649414,37.99869155883789,2014-01-15 00:00:00+00:00
32.95166778564453,15.019333839416504,22.973520278930664,24.33365249633789,14.557479858398438,23.080516815185547,40.71604537963867,26.205337524414062,28.41326904296875,16.665271759033203,17.418540954589844,26.978473663330078,52.282142639160156,50.81341552734375,26.330230712890625,21.89485740661621,37.76759719848633,2014-01-16 00:00:00+00:00
